ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity
0.5375897255657116,0.3807958710713706,0.05549622735370124,-0.8097428575956193,2.0963357539635012,0.9295342494844149,0.5678638811197033,-0.37400368034491993,-0.1781926232312982
-0.7469014271904817,0.9604592575476497,-1.0301912519636505,0.8720041378160975,1.8462876577549963,-1.506064447141683,-2.1800108630985915,-1.6137518476280794,-0.48860415676598945
0.9856900831279639,1.0073706330161176,0.8310551922816528,-0.5987527372492625,-0.01102638134595247,-0.8200516044252337,0.08571219289317693,-0.3599138772375064,0.549670252780165
-0.23752817423912442,0.6891946744053932,0.004592209067574948,0.03234249138377314,-0.01102638134595247,-0.6793651754519912,0.7784929091702695,0.5099381225009383,-0.09191043975657136
-0.409376847478659,0.18069471999345765,-0.552783217530724,-0.584584860997451,-0.22282542155909452,0.6688963129298862,0.6896442971004509,-1.2899752658645862,-0.547105961016416
0.47855704139283234,-0.441428731745004,-0.24683149175936497,1.1136977621592776,1.5302152085008531,0.7591150866797733,-1.6481465298009084,-0.536466931451839,-0.5567085827615
-0.2157074139390068,-1.3289659506448157,-0.7347031815530639,-0.6600418909838534,0.29257172307728946,2.109985711855697,0.8674909816516057,-0.6496658900698521,-1.2310138507336208
-0.13843614089159234,0.43957417564279483,-0.8776341112761908,0.08239566287484086,-0.5347903993329809,1.7682754524760995,0.5137807464916666,0.28590400790398973,0.1654915366613357
-0.02874370903045107,0.70967521989586,1.0731404412317997,-0.21940464463497256,-2.096300719896392,-0.2029050199780119,0.5901788412260305,0.30119406980566027,-2.5608086424400036
-0.027810713890907852,-1.0941065758747865,0.8697943082282109,-0.05519188008105713,0.5255196783913364,-0.6455027706654564,1.6735707702743683,1.3241746942528134,-0.613018592194187
-0.02874370903045107,1.1797298309256243,0.6249538382639509,0.11682324406092336,-1.0040722988005457,0.7804342543329407,0.5334284562403087,-0.4946838874313317,-0.9982522542787983
-0.50522431291358,-0.4912798499586988,-0.5043465078198223,-0.4119289267813812,1.0702538225179548,-0.20153893664299904,-0.8153463798635743,0.0316971304024962,0.7265629623261292
1.139603236267336,-2.502560685493379,0.19596123543668467,1.0374590374512846,-0.022430793102440276,-1.3540974443244813,0.6969276864800552,-0.8599750615167795,-1.3877807511764273
-0.02874370903045107,0.5995171394767081,0.408436417167178,-0.8501680568680386,-2.096300719896392,0.018814244750123728,-0.7373566770191903,0.32138021446287557,-1.0810884359399058
0.870684458188065,3.1291420710992197e-05,-0.3186685876657039,0.15549923890443584,0.2895718660838208,-0.4822998249392547,-0.03707226592043158,0.45189569082782816,1.885712295852379
-0.199541157230518,0.04931984117623217,1.6368389436813409,-0.04045461585874886,-0.01102638134595247,0.5290327940780206,-1.0318043411673916,-0.49796754744570926,-0.5176926880622755
-0.3794907970636817,2.5156631681133264,0.42821259331974454,-0.23409840144671004,1.0431449616531,0.8617299048170339,0.6981746674171642,0.8480698026841789,-0.46589052406090803
1.0733523331141737,-1.1447908130639486,0.21558666646423355,-1.8107558854463939,0.835811630724502,0.7772887151239994,-1.5993065605335555,0.08321583698748909,-1.5047378920623322
-0.09619405465574608,-0.731513945571799,-0.20043168033584996,-0.2675106190576172,-0.059867222575154075,-0.6615668516352569,1.7268950319749605,0.0316971304024962,0.7588437665041929
0.4811796565687618,0.7280783732818498,1.0457615805988483,-0.20765271810284228,-0.01102638134595247,-0.2827539891519683,-0.4616599915203881,0.2701511791576658,1.4553344501245975
-0.02874370903045107,0.8277224891806636,0.2384322248722121,-1.3014598441748988,-0.01102638134595247,-0.558977772580979,0.4826015603226261,0.005374224965168447,0.33656483915608204
-0.9835781138035871,-0.29836030499710947,-1.1228215212003458,0.7513749581952978,0.5614851315283385,1.8548165991716405,0.02578385188892583,0.02291615830928073,-0.810367616755076
0.6083260953339561,-0.7307967826171977,-0.9759252806418601,-0.10699158327276397,0.7250435240292997,0.5398855420290506,0.6721613037066516,0.1170625349692306,-0.7716919305012144
0.48120301551366135,-0.3460679815174392,1.0197712112482993,0.5927487730525973,-0.059867222575154075,-1.4063658212151737,0.8717060052014882,-0.4077272661517183,1.5885743253108957
-0.027810713890907852,0.28719459291045263,0.6072074922026984,-1.972744874160535,-1.1185180513314115,1.0903201546656862,-1.590044194413956,-1.1722242587132305,0.12058990555233944
-0.02874370903045107,-1.6000731666008268,-1.0026828624361601,0.5067491934000626,-0.9362793468049244,-1.5977776216896495,-0.47057809536290124,-1.0749242729657686,0.04007206774796792
-0.02874370903045107,-0.7913607352773555,2.0240284453584727,-1.5395460599618402,0.6518886319432644,-0.5722784653589698,1.8106123365978504,2.0162698712502793,-1.4949834940584263
0.7118432099916897,0.5755147883286094,0.6221104567488692,-0.4775346526599245,-2.096300719896392,0.7744093680956141,-0.5531040037716008,-0.050855755995640343,-0.8363373856694652
-0.8483587332551914,-0.9898405070061571,0.1385938246620537,0.2700764841424925,0.7246679645397001,-0.323569781162857,1.247060023086573,0.8997855592247852,0.3952941776088326
-1.5533227239266523,-0.1601861251485945,0.18555808491341688,-0.16481692813117552,-0.01102638134595247,-1.3816082110500354,1.222116134681466,-1.4689643083639745,-0.46414990596837585
-0.02874370903045107,0.7698718604653764,0.5428768020656383,-1.3863413467720889,-0.01102638134595247,-0.4819543577400176,2.076902510908522,0.2633422571629691,1.1607701363871945
-0.8287088933204609,0.12635187867943826,1.3365555939390061,0.20171479952400437,-0.01102638134595247,-0.34579970935814314,-0.14487444554444792,-0.17584596429085722,-0.11494490736506735
-1.6672326000907343,-0.41595815330431,-0.03075191908079901,-1.526203255897225,-0.01102638134595247,-0.2962472756271831,1.339939931321486,0.04681585637510488,0.7326043254619735
-0.02874370903045107,-0.17713290533059048,-0.1364101331945347,1.9595710573142908,-1.0828849770228863,0.5360901519032278,-1.538693384550189,-0.3979199661887001,1.2814856704740536
0.8429984339928225,-2.442599009834653,-1.6407386507873924,1.2864705176813052,-0.059867222575154075,1.8776947873016576,-0.3877444260901755,0.42715173930741795,0.15818926456391422
0.20676023052748205,-0.3421432488300938,-0.6481449752769036,-1.1512098857671005,-0.5296030009068382,-0.10633460360838383,0.5338753499625658,-0.09737474427511911,0.559721408520459
1.2613655089076385,-0.20718229135672986,-0.9673801666758114,0.019830253737173544,2.0963357539635012,-1.1076671305433121,1.3019140616122267,0.02291615830928073,-1.1855971079816277
-1.222924934122708,-1.3497508603370174,2.6791991612090666,0.4988362531609408,-0.01102638134595247,0.8191536231011245,0.2569875950410205,-0.5470844450562318,0.25809157710654274
0.6263979205122658,0.5203669471398393,-0.5897321582939281,-1.5172447610529942,-1.300958012611206,0.6241878649289915,-0.025370417514738453,1.0243614685389084,-0.49991541206588447
-1.0601115186881442,2.1432587404885477,0.9351627811077721,-0.06432766837466897,-0.01102638134595247,1.2695126963055787,0.5356844001031156,-2.345817172718285,0.12011961836750235
